,Name,Notes,category
48,Black Citrus Eau de Parfum,"['cardamom', 'calabria bergamot', 'mate leaves', 'violet', 'birch', 'indonesian patchouli']","SPICES,WOODS MOSSES,FLOWERS"
49,Lil Fleur Eau de Parfum,"['saffron', 'cassis', 'tangerine', 'leather', 'damascena rose', 'amber', 'blonde woods', 'vanilla']","SPICES,WOODS MOSSES,CITRUS,MUSK AMBER ANIMALIC"
50,Kurokami Parfum,"['grapefruit', 'rose absolute', 'rose otto', 'jasmine grandiflorum', 'rosewood', 'sandalwood', 'frankincense']","RESINS BALSAMS,WOODS MOSSES,CITRUS,FLOWERS"
51,Bouquet de Hongrie Eau de Parfum,"['pear', 'blackcurrant', 'strawberry', 'rose of turkey', 'sambac jasmine', 'lorenox', 'musk', 'cedar', 'amber']","NATURAL SYNTHETIC POPULAR WEIRD,WOODS MOSSES,FRUITS VEGETABLES NUTS,MUSK AMBER ANIMALIC"
52,Undergrowth Eau de Parfum,"['soil', 'garden mint', 'grass', 'green notes', 'mandarin', 'orris', 'vetiver', 'patchouli', 'white musk']","GREENS HERBS FOUGERES,WOODS MOSSES"
53,Rook Eau de Parfum,"['birch tar', 'tobacco', 'castoreum', 'cardamom', 'ginger', 'civet', 'agarwood', 'incense', 'ambrette', 'ambergris', 'guaiac wood', 'musk']","WOODS MOSSES,SPICES,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
54,Forest Eau de Parfum,"['cypress', 'pine', 'black pepper', 'incense', 'green notes', 'patchouli', 'cedar', 'white musk']","GREENS HERBS FOUGERES,WOODS MOSSES,RESINS BALSAMS"
55,Hapyang Eau de Parfum,"['powder & aldehyde mist', 'magnolia', 'ylang-ylang', 'peartree', 'benzoin', 'vanilla']","SPICES,RESINS BALSAMS,FLOWERS"
56,Young Hearts Eau de Parfum,"['bergamot', 'galbanum', 'birch leaf', 'pine', 'saffron', 'jasmine', 'fir balsam', 'rose', 'oakmoss', 'patchouli', 'musk', 'amber']","WOODS MOSSES,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
57,Eau de Yuzu Eau de Toilette,"['yuzu', 'lemon leaf', 'juniper', 'grapefruit', 'gaiac', 'patchouli']","GREENS HERBS FOUGERES,WOODS MOSSES,CITRUS"
58,Creme de Cuir Eau de Parfum,"['mandarin', 'bergamot', 'pineapple', 'pink berries', 'white suede', 'sandalwood', 'vanilla', 'birch oil', 'white musk', 'grey musk']","SPICES,WOODS MOSSES,FRUITS VEGETABLES NUTS,CITRUS"
59,Tabac Rose Eau de Parfum,"['pink pepper from madagascar', 'plum accord', 'lemon from italy', 'rose from turkey', 'cinnamon from madagascar', 'chocolate accord', 'tobacco absolute from the balkans', 'patchouli oil from indonesia', 'labdanum resin from spain']","GREENS HERBS FOUGERES,SPICES,FRUITS VEGETABLES NUTS"
60,French Bouquet Eau de Parfum,"['aldehyde c12', 'coriander', 'bergamot from italy', 'rose from morocco', 'jasmine from india', 'orange blossom from tunisia', 'labdanum from spain', 'tobacco from cuba', 'vetiver from haiti', 'patchouli from indonesia', 'violet', 'sandalwood', 'tonka bean']","SPICES,WOODS MOSSES,FLOWERS"
61,Oud Abramad Eau de Parfum,"['safran', 'ginger', 'rose of turkey', 'cumin', 'agarwood', 'guaiac wood', 'rockrose', 'incense', 'patchouli', 'castoreum', 'orcanox']","SPICES,WOODS MOSSES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
62,Rouge Smoking Eau de Parfum,"['bergamot from italy', 'cherry accord', 'pink berries', 'black vanilla', 'heliotrope', 'ambroxan', 'cashmeran', 'tonka bean', 'labdanum', 'white musk']","SPICES,NATURAL SYNTHETIC POPULAR WEIRD,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
63,Tubereuse Imperiale Eau de Parfum,"['pink peppercorn', 'geranium of egypt', 'tuberose of india', 'ylang ylang of comoros', 'sambac jasmine', 'iris', 'jasmine of egypt', 'cashmeran', 'sandalwood', 'incense of somalia', 'vanilla of madagascar', 'patchouli of singapore', 'benzoin of sumatra', 'cypress']","WOODS MOSSES,NATURAL SYNTHETIC POPULAR WEIRD,FLOWERS"
64,Nuit de Sable Eau de Parfum,"['cardamom', 'nutmeg', 'cumin', 'absolute of rose', 'rose oxide', 'hot sand accord', 'sandalwood', 'absolute of tonka bean', 'ambroxan', 'musk']","SPICES,WOODS MOSSES,NATURAL SYNTHETIC POPULAR WEIRD,MUSK AMBER ANIMALIC"
65,Wood Jasmin Eau de Parfum,"['plum', 'pear', 'jasmine of egypt', 'sambac jasmine', 'rose of turkey', 'dhavanam', 'incense of somalia', 'vanilla of madagascar', 'patchouli of indonesia', 'labdanum of spain', 'cypriol nagarmotha of india']",FRUITS VEGETABLES NUTS
66,Pas Ce Soir Eau de Parfum,"['black pepper', 'ginger', 'mandarin', 'moroccan jasmine', 'quince chutney', 'orange blossom', 'cashmeran', 'patchouli of singapore', 'amber wood']","SPICES,NATURAL SYNTHETIC POPULAR WEIRD,WHITE FLOWERS"
67,Dolceacqua Eau de Parfum,"['coastal breeze accord', 'muguet', 'ivy leaves', 'mediterranean marjoram', 'mimosa', 'almond flower', 'white rose', 'ylang-ylang nosy be', 'saffron flower', 'cedarwood virginia', 'benjoin siam', 'oakmoss', 'silky musks']","WOODS MOSSES,FLOWERS"
68,Black Beard Extrait de Parfum,"['orange', 'bergamot', 'petitgrain', 'artemisia', 'basil', 'bulgarian lavender', 'geranium', 'rose', 'carnation', 'tonka bean', 'patchouli', 'moss', 'musk', 'leather', 'tabacco', 'amber']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
69,Transilvania Extrait de Parfum,"['black cherry', 'rose oxyde', 'angelica', 'jasmine', 'tuberose', 'immortelle', 'honey', 'coumarin', 'opoponax', 'civet', 'musk', 'patchouli', 'vanilla', 'oud']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,SWEETS GOURMAND,NATURAL SYNTHETIC POPULAR WEIRD,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
70,Love Toxin Extrait de Parfum,"['bergamot', 'coriander', 'plum', 'coconut', 'strawberry', 'rose oxyde', 'cumin', 'rose', 'tuberose', 'jasmin', 'heliotrope', 'gardenia', 'iris', 'peach', 'oakmoss', 'vanilla', 'hay', 'castoreum', 'opoponax', 'musk', 'leather']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
71,Oshun Extrait de Parfum,"['lemon', 'cinnamon', 'black pepper', 'pine', 'black currant', 'rose', 'jasmine', 'magnolia', 'cloves', 'amber', 'castoreum', 'peru balsam', 'tonka bean', 'tobacco.']","FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
72,Isra & Miraj Eau de Parfum,"['bergamot', 'tangerine', 'nutmeg', 'ceylan', 'cinnamon', 'heliotrope', 'osmanthus absolute', 'vanilla', 'santal de mysore', 'amber', 'patchouli', 'white musk', 'leather', 'natural oud']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
73,Petits Papiers Eau de Parfum,"['paper', 'benzoin', 'gaiac', 'patchouli', 'copaiva balsam', 'resins']","WOODS MOSSES,NATURAL SYNTHETIC POPULAR WEIRD,RESINS BALSAMS"
74,La Danza delle Libellule Eau de Parfum,"['bergamot', 'red apple', 'cedar', 'cinnamon', 'musk', 'vanilla and coconut.']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,CITRUS,MUSK AMBER ANIMALIC"
75,Magnolia Grandiflora - Michel Eau de Parfum,"['lemon', 'bergamot', 'grapefruit', 'jasmine', 'ylang-ylang', 'rose', 'magnolia', 'vetiver', 'patchouli and musk']","WOODS MOSSES,CITRUS,WHITE FLOWERS,FLOWERS"
76,Bell'Antonio Eau de Parfum,['tobacco and coffee'],SPICES
77,Golden Moka Eau de Parfum,"['blood orange', 'mandarin', 'lemon', 'coffee absolute', 'rose absoute', 'incense', 'cambodian oud', 'amber', 'labdanum', 'green accord']","WOODS MOSSES,CITRUS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
78,Oud Stars - Indochine Parfum,"['brasilian orange', 'strawberry', 'pink pepper', 'freesia', 'bulgarian rose', 'muguet', 'peony', 'vanilla', 'oud blend', 'agarwood', 'musk']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,FLOWERS,MUSK AMBER ANIMALIC"
79,Fatal Charme Eau de Parfum,"['lemony', 'fruity', 'musk', 'iris', 'cream soda']","BEVERAGES,FLOWERS,MUSK AMBER ANIMALIC"
80,Mad About You Eau de Parfum,"['black tea', 'licorice', 'red fruits', 'lipstick', 'violet', 'leather']","FRUITS VEGETABLES NUTS,SPICES,NATURAL SYNTHETIC POPULAR WEIRD,FLOWERS,MUSK AMBER ANIMALIC"
81,Anti-Blues,"['dark chocolate', 'saffron', 'grapefruit', 'incense', 'resin', 'amyris', 'cacao wood', 'hay', 'tobacco', 'vetiver', 'leather', 'vanilla']","WOODS MOSSES,SPICES,SWEETS GOURMAND,CITRUS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
82,Tahiti Vanilla Parfum,"['bergamot', 'key lime', 'sage', 'rosemary', 'tahitian vanilla', 'jasmine', 'neroli', 'mimosa', 'ylang ylang', 'patchouly', 'sandalwood', 'vetiver']","WOODS MOSSES,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES"
83,Fuyu Eau de Parfum,"['white peach', 'jasmine', 'iris', 'soft musks', 'cedar']","WOODS MOSSES,WHITE FLOWERS,FLOWERS"
84,Perfumista Eau de Parfum,"['pear', 'plum', 'raspberry', 'jasmine', 'rose', 'cedar', 'peru balsam', 'musk', 'mousse de saxe accord']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
85,Douleur! Eau de Parfum,"['mint', 'cotton candy', 'seaweed', 'benzoin', 'melon', 'metallic notes', 'rose']","FRUITS VEGETABLES NUTS,SWEETS GOURMAND,NATURAL SYNTHETIC POPULAR WEIRD,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS"
86,Ambre Stone Eau de Parfum,"['ambergris infusion', 'indonesian patchouli oil', 'egyptian jasmine absolute late crop', 'moroccan neroli oil', 'indian sandalwood oil', 'italian bergamot oil late crop']","WHITE FLOWERS,WOODS MOSSES,NATURAL SYNTHETIC POPULAR WEIRD,FLOWERS"
87,Vanille d'Amine Eau de Parfum,"['madagascan vanilla olã©orã©sin', 'somalian olibanum', 'madagascan clove bud oil']","SPICES,RESINS BALSAMS"
88,Bergamote de G. Franco Eau de Parfum,"['italian bergamot oil grand cru', 'moroccan mimosa absolute', 'chinese osmanthus alcoolat grand cru', 'kashmirin saffron']","CITRUS,WHITE FLOWERS"
89,Vetiver de Pierre Eau de Parfum,"['haitian vetiver oil special grand cru', 'venezuelan tonka absolute', 'ivory coast cacao absolute', 'turkish blond tobacco']","GREENS HERBS FOUGERES,FRUITS VEGETABLES NUTS,RESINS BALSAMS"
90,Jasmin de Cherifa Eau de Parfum,"['egyptian jasmine absolute grand cru', ""egyptian rose absolute centifolia grand cru (also from cherifa's fields)"", 'indian sandalwood grand cru']","WOODS MOSSES,FLOWERS"
91,I Love YY,"['ylang ylang', 'grapefruit', 'jasmine', 'rose', 'tonka', 'violet leaf', 'vanilla', 'benzoin', 'cedar']","WOODS MOSSES,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS"
92,New York Eau de Parfum,"['bergamot', 'mandarin', 'lemon', 'pink pepper', 'lavender', 'coriander', 'juniper', 'geranium', 'orris', 'rose', 'akigala', 'jasmine', 'patchouli', 'caramel', 'vetiver', 'cypriol', 'white musk', 'white amber', 'vanilla', 'ambergris', 'olibanum', 'tonka', 'tobacco']","WOODS MOSSES,WHITE FLOWERS,SPICES,SWEETS GOURMAND,CITRUS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
93,Gold II Sahara Parfum Extrait,"['saffron', 'orange', 'elemi', 'rose', 'orange blossom', 'amber', 'musk', 'cedar', 'vanilla']","WOODS MOSSES,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
94,Bengale Rouge Eau de Parfum,"['turkish rose', 'orris', 'sandalwood', 'sweet myrrh (opoponax)', 'oakmoss', 'honey', 'vanilla', 'tonka bean', 'benzoin', 'labdanum']","WOODS MOSSES,SPICES,SWEETS GOURMAND,FLOWERS,RESINS BALSAMS"
95,Avatar Eau de Parfum,"['caramel', 'sugar', 'milk', 'biscuits']","SWEETS GOURMAND,MUSK AMBER ANIMALIC"
96,Midnight Saffron Eau de Parfum,"['saffron', 'lavender', 'jasmine', 'suede', 'amber woods']","WHITE FLOWERS,SPICES,FLOWERS,MUSK AMBER ANIMALIC"
97,Dolls Eau de Parfum,"['cherry blossom', 'geranium', 'davana', 'orange blossom', 'ylang ylang', 'apple blossom', 'rose', 'sweet maple accord', 'musk', 'snow flake accord', 'ambergris', 'cedar', 'animalic notes.']","WOODS MOSSES,WHITE FLOWERS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
98,Opale Eau de Parfum,"['jasmine', 'lilac', 'hawthorne', 'geranium', 'seaweed', 'white musk', 'patchouli', 'cedar', 'vanilla', 'tonka']","WOODS MOSSES,WHITE FLOWERS,SPICES,FLOWERS,GREENS HERBS FOUGERES"
99,Poudrextase Eau de Parfum,"['rice powder', 'dried rose', 'cypress', 'civet', 'musks']","WOODS MOSSES,NATURAL SYNTHETIC POPULAR WEIRD,FLOWERS,MUSK AMBER ANIMALIC"
100,Single Man Eau de Parfum,"['cardamom', 'ginger oil', 'red pepper', 'winter lemon oil', 'nutmeg', 'rose', 'elemi oil', 'violet wood', 'cashmere wood', 'oakmoss', 'amber', 'patchouli', 'mahogany', 'cedar.']","SPICES,WOODS MOSSES,FLOWERS,MUSK AMBER ANIMALIC"
101,Whisky Oud Parfum Concentration,"['labdanum', 'incense', 'whisky', 'saffron', 'suede', 'oud', 'cedar', 'vetiver', 'amber', 'musk']","SPICES,WOODS MOSSES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
102,Limited 71 Intense Eau de Parfum,"['bergamot', 'sage', 'lavender', 'bays', 'dry amber', 'akigalawood', 'cashmeran', 'oudwood', 'patchouli', 'amber', 'vetiver']","WOODS MOSSES,NATURAL SYNTHETIC POPULAR WEIRD,CITRUS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
103,Lambrosc Eau de Parfum,"['sweet red fruits', 'red wine']",BEVERAGES
104,Donna Sentenza Eau de Parfum,"['banana', 'cream', 'vanilla']","SPICES,FRUITS VEGETABLES NUTS,SWEETS GOURMAND"
105,Manteuse Eau de Parfum,"['bergamot', 'white flowers', 'leather', 'honey', 'iris', 'labdanum', 'sandalwood', 'smoked vanilla', 'shangrilade musk', 'oppoponax']","WOODS MOSSES,WHITE FLOWERS,SWEETS GOURMAND,CITRUS,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
106,Against Nature Eau de Parfum,"['pink pepper', 'lemon', 'juniper', 'green notes', 'metal', 'jasmine', 'ylang ylang', 'lacquer', 'musk', 'vetiver', 'sandalwood', 'amber', 'patchouli']","WOODS MOSSES,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
107,Cornaline Eau de Parfum,"['carrot root', 'geranium', 'orris', 'ylang ylang', 'peach', 'red berries', 'green notes', 'mirabilis', 'musk', 'vanilla']","FRUITS VEGETABLES NUTS,SPICES,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
108,Bluebijou Eau de Parfum,"['violet', 'blueberry', 'cacao', 'truffle', 'tobacco', 'dark chocolate', 'cognac', 'oud', 'cashmeran', 'musk', 'amber']","FRUITS VEGETABLES NUTS,BEVERAGES,SWEETS GOURMAND,NATURAL SYNTHETIC POPULAR WEIRD,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
109,Kiviskin Eau de Parfum,"['saffron', 'nutmeg', 'pimento', 'violet', 'tobacco', 'dark chocolate', 'benzoin', 'cedar', 'leather']","WOODS MOSSES,SPICES,SWEETS GOURMAND,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
110,Venom of Angel Eau de Parfum,"['coconut', 'olibanum', 'black pepper', 'aloe vera', 'sugar cane', 'rum', 'ivy', 'cedar', 'white chocolate']","WOODS MOSSES,FRUITS VEGETABLES NUTS,BEVERAGES,SWEETS GOURMAND,GREENS HERBS FOUGERES"
111,Hili Eau de Parfum,"['bergamot', 'pink pepper', 'coriander', 'cinnamon', 'jasmine', 'tuberose', 'ylang ylang', 'tiare', 'amber', 'vanilla', 'coconut milk', 'sandalwood', 'patchouli', 'cedar', 'tobacco leaf']","WOODS MOSSES,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
112,Niral Eau de Parfum,"['iris', 'pink pepper', 'tea', 'turkish rose', 'green wine lees', 'cabreuva', 'angelica seed', 'ambrette seed', 'cardamom', 'leather', 'magnolia', 'jasmine', 'sandalwood', 'cedar']","WOODS MOSSES,WHITE FLOWERS,SPICES,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
113,London Eau de Parfum,"['oud', 'cypress', 'violet', 'lily of the valley', 'raspberry', 'leather', 'dry amber', 'musk', 'vanilla']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,FLOWERS,MUSK AMBER ANIMALIC"
114,Buonissimo Eau de Parfum,"['vanilla', 'cream', 'cappuccino']","BEVERAGES,SPICES,SWEETS GOURMAND"
115,Boronia Eau de Parfum,"['boronia', 'green notes', 'apricot', 'woods', 'resins', 'cognac', 'floral notes', 'black tea', 'tobacco', 'suede', 'caramel']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,BEVERAGES,SWEETS GOURMAND,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
116,Ambilux (formerly 50ml d'Ambiguite) Eau de Parfum,"['pink peppercorn', 'cumin', 'incense', 'ylang', 'dune plants', 'castoreum', 'costus']","SPICES,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
117,Grimoire Eau de Parfum,"['bergamot', 'basil', 'lavender', 'elemi', 'olibanum', 'atlas cedar', 'cumin', 'patchouli', 'moss', 'muscs']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS"
118,The Decay Of The Angel Eau de Parfum,"['mandarin', 'neroli', 'rose', 'ylang-ylang', 'frankincense', 'sambac jasmine', 'acacia', 'cade', 'oud', 'cedarwood', 'patchouli', 'tonka', 'labdanum']","WOODS MOSSES,RESINS BALSAMS,CITRUS,FLOWERS"
119,Dryad Eau de Parfum,"['cedrat', 'bigaradier orange', 'bergamot', 'narcissus', 'oakmoss', 'jonquil', 'clary sage', 'orange blossom', 'lavender', 'orris', 'vetiver', 'thyme', 'galbanum', 'costus', 'tarragon', 'apricot', 'benzoin', 'peru balsam', 'styrax']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,CITRUS,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS"
120,L'homme Accompli Eau de Parfum,"['amber', 'leather', 'vetiver', 'guaiac wood', 'styrax', 'atlas cedar', 'violet', 'lemon', 'bergamot']","WOODS MOSSES,CITRUS,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
121,White Madera Eau de Parfum,"['vanilla', 'citrus', 'peach blossom', 'floral notes', 'cinnamon', 'star anise', 'tobacco blossom', 'coconut', 'white musk', 'cedar']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,CITRUS,FLOWERS"
122,Cactus Azul Eau de Parfum,"['cactus flower', 'cedarwood', 'nanah mint']","GREENS HERBS FOUGERES,WOODS MOSSES,FLOWERS"
123,Chamber Eau de Parfum,"['aquatic plants', 'spanish moss', 'mate']",GREENS HERBS FOUGERES
124,Jacaranda Eau de Parfum,"['rosewood', 'mahogany', 'spruce']",WOODS MOSSES
125,Muskara Phero J Eau de Parfum,"['musks ""from the pheromone family""']",MUSK AMBER ANIMALIC
126,Quilombo Eau de Parfum,"['vanilla', 'pampa milk', 'cane sugar']",SPICES
127,Thays Eau de Parfum,"['mate flowers', 'osmanthus', 'green tea']","GREENS HERBS FOUGERES,FLOWERS"
128,La Cautiva Eau de Parfum,"['musk', 'blackcurrant', 'vanilla']","SPICES,MUSK AMBER ANIMALIC"
129,Biblioteca de Babel Eau de Parfum,"['cedar', 'cabreuva (woody note)', 'cinnamon']","SPICES,WOODS MOSSES"
130,Panthea Eau de Parfum,"['bergamot', 'pink pepper', 'tangerine', 'elemi', 'white tea', 'carrot', 'iris', 'jasmine', 'violet', 'carnation', 'white musk', 'tobacco flower', 'tonka', 'sandalwood', 'patchouli']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,RESINS BALSAMS"
131,Wish Come True Eau de Parfum,"['tangerine', 'bergamot', 'ylang-ylang', 'labdanum', 'incense', 'jasmine', 'ambergris', 'tuberose', 'vanilla', 'musk']","WHITE FLOWERS,SPICES,CITRUS,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
132,MEM Eau de Parfum,"['petitgrain', 'mandarin', 'grapefruit', 'lavender (4 different species)', 'ylang ylang', 'lily of the valley', 'white champaca', 'jasmine grandiflorum', 'rose damascena', 'bourbon geranium', 'vanilla', 'peppermint', 'laurel', 'siam benzoin', 'rosewood', 'sandalwood', 'himalayan cedarwood', 'labdanum', 'ambergris', 'musk', 'castoreum', 'civet', 'amber']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
133,Delma Eau de Parfum,"['mandarin', 'peach', 'bergamot', 'heliotrope', 'jasmine', 'freesia', 'geranium', 'nutmeg', 'patchouli', 'saffron', 'leather', 'woody notes', 'marshmallow']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,SWEETS GOURMAND,CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
134,Liwa Eau de Parfum,"['jasmine', 'saffron', 'bergamot', 'artemisia', 'amber', 'white rose', 'geranium', 'cedar', 'patchouli', 'sandalwood', 'incense']","WOODS MOSSES,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
135,Aqaysos Eau de Parfum,"['lime', 'coriander', 'blackcurrant', 'sansho berry', 'woods', 'musks', 'cocoa beans']","SPICES,WOODS MOSSES,CITRUS,MUSK AMBER ANIMALIC"
136,Il Tempo delle Mele Eau de Parfum,"['milk', 'apple', 'vanilla']","SPICES,FRUITS VEGETABLES NUTS,MUSK AMBER ANIMALIC"
137,Hot Milk Eau de Parfum,"['milk', 'hot pepper']",MUSK AMBER ANIMALIC
138,Carnicure (formerly L'animal sauvage) Eau de Parfum,"['orange blossom', 'violet', 'sandalwood', 'patchouli', 'civet', 'vanilla', 'sandalwood', 'musk', 'ambergris', 'labdanum']","WOODS MOSSES,WHITE FLOWERS,SPICES,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
139,Passion Eau de Parfum,"['orange', 'cinnamon', 'cashmeran', 'caramel', 'benzoin', 'sandalwood', 'musk', 'patchouli', 'oud']","WOODS MOSSES,SPICES,SWEETS GOURMAND,NATURAL SYNTHETIC POPULAR WEIRD,CITRUS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
140,Rahele Eau de Parfum,"['green mandarin', 'cardamom', 'cinnamon', 'violet leaf', 'osmanthus', 'rose', 'magnolia', 'jasmin', 'iris', 'violet', 'cedar', 'sandalwood', 'oakmoss', 'patchouli', 'leather']","WOODS MOSSES,SPICES,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
141,Sweet Parmesan Violet Eau de Parfum,"['violet', 'sugar']","SWEETS GOURMAND,FLOWERS"
142,Una Tira l'Altra Eau de Parfum,['cherry'],FRUITS VEGETABLES NUTS
143,Oud Orange Intense Eau de Parfum,"['coconut', 'fruits', 'bourbon vanilla', 'oud', 'musk']","FRUITS VEGETABLES NUTS,MUSK AMBER ANIMALIC"
144,Oud Noir Intense Eau de Parfum,"['bergamot', 'cardamom', 'rose', 'jasmine', 'sandalwood', 'saffron', 'patchouli', 'vanilla', 'musk', 'amber', 'pure agarwood (oud)']","WOODS MOSSES,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
145,Sahraa Oud Eau de Parfum,"['rose', 'geranium', 'jasmine', 'moss', 'patchouli', 'sandalwood', 'saffron', 'vanilla', 'amber', 'pure oud']","WOODS MOSSES,WHITE FLOWERS,SPICES,FLOWERS,MUSK AMBER ANIMALIC"
146,London Oud Eau de Parfum,"['lemon', 'bergamot', 'mint', 'lavender', 'jasmine', 'white flowers', 'marine notes', 'patchouli', 'cedar', 'nutmeg', 'cardamom', 'pure agarwood (oud)']","WOODS MOSSES,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES"
147,Oud Jaune Intense Eau de Parfum,"['tahitian gardenia', 'ylang-ylang', 'pineapple', 'jasmine', 'orange blossom', 'oud', 'vanilla', 'lactones', 'musk']","FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,NATURAL SYNTHETIC POPULAR WEIRD,FLOWERS,MUSK AMBER ANIMALIC"
148,Oud Bleu Intense Eau de Parfum,"['cardamom', 'nutmeg', 'mandarin', 'frankincense', 'labdanum', 'myrrh oil', 'amber', 'pure oud oil', 'sweet myrrh', 'styrax', 'benzoin', 'myrrh resin']","SPICES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
149,Oud Rouge Intense Eau de Parfum,"['pink pepper', 'lemon', 'cedar', 'patchouli', 'sandalwood', 'oud']","SPICES,WOODS MOSSES,CITRUS"
150,Verde di Persia Parfum Concentration,"['orange', 'lemon', 'cassis', 'green apple', 'davana', 'pistachio flower', 'rose', 'apricot', 'osmanthus', 'patchouli', 'rosewood', 'amber woods', 'musk']","WOODS MOSSES,FRUITS VEGETABLES NUTS,CITRUS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
151,20 Years Eau de Parfum,"['bergamot', 'nutmeg', 'exotic fruit', 'white rose', 'davana', 'orange flower', 'jasmine', 'geranium', 'patchouli', 'caramel', 'vanilla', 'precious wood', 'white musk']","WOODS MOSSES,WHITE FLOWERS,SPICES,SWEETS GOURMAND,CITRUS,FLOWERS,GREENS HERBS FOUGERES"
152,Gold I Parfum Extrait,"['apple', 'pepper', 'white flowers', 'oud', 'vanilla', 'musk', 'sandalwood', 'amber']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,MUSK AMBER ANIMALIC"
